StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Zone,StationName
KA005,2017-09-17,,52.78,28.41,51.72,,,1.28,7.41,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-18,,66.31,20.21,42.31,,,1.3,7.28,,,,,99.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-19,,87.05,19.27,41.6,,,1.19,7.11,,,,,81.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-20,,81.53,13.87,38.43,,,1.41,7.62,,,,,93.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-21,,80.51,18.43,42.68,,,0.94,7.93,,,,,86.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-22,,80.49,15.62,41.99,,,1.22,7.0,,,,,78.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-23,,91.14,21.49,51.08,,,1.29,7.41,,,,,96.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-24,,112.5,31.98,60.93,,,1.28,7.17,,,,,105.0,Moderate,Traffic,City Railway Station
KA005,2017-09-25,,53.18,18.04,48.7,,,1.14,7.49,,,,,80.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-26,,76.88,14.1,40.21,,,1.22,6.55,,,,,71.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-27,,50.86,26.6,56.27,,,1.14,7.24,,,,,89.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-28,,90.26,11.4,50.53,,,0.83,6.71,,,,,80.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-29,,71.25,17.79,54.89,,,1.38,7.05,,,,,84.0,Satisfactory,Traffic,City Railway Station
KA005,2017-09-30,,68.52,16.23,45.12,,,1.28,7.25,,,,,77.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-01,,64.45,13.06,52.99,,,1.08,6.99,,,,,73.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-02,,53.93,11.48,47.77,,,1.39,6.88,,,,,88.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-03,,74.12,14.39,46.93,,,1.29,7.1,,,,,88.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-04,,66.7,8.1,38.26,31.65,,1.1,7.46,,,,,82.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-05,,45.28,34.3,68.76,54.46,,1.48,6.85,,,,,95.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-06,,60.66,20.74,55.13,39.52,,1.43,7.03,,,,,99.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-07,,83.6,24.4,51.95,40.39,,1.37,7.42,,,,,91.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-08,,72.14,17.52,42.48,31.23,,1.38,6.56,,,,,91.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-09,,79.34,11.87,39.5,25.99,,1.05,7.44,,,,,85.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-10,,73.85,18.33,45.45,34.12,,1.35,6.46,,,,,94.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-11,,62.71,32.02,54.66,45.24,,1.39,6.95,,,,,88.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-12,,54.56,20.23,52.25,37.46,,1.22,6.82,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-13,,52.24,23.22,51.27,39.72,,1.31,6.78,,,,,79.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-14,,44.65,23.02,43.94,35.12,,1.31,7.12,,,,,82.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-15,,50.86,33.21,57.17,48.45,,1.34,7.08,,,,,80.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-16,,76.61,22.3,43.5,34.0,,1.2,6.51,,,,,80.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-17,,118.88,38.45,60.55,52.79,,1.38,6.75,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2017-10-18,,188.67,48.14,73.49,64.52,,1.64,7.06,,,,,142.0,Moderate,Traffic,City Railway Station
KA005,2017-10-19,,176.7,26.67,52.51,41.87,,1.46,7.43,,,,,148.0,Moderate,Traffic,City Railway Station
KA005,2017-10-20,,276.51,32.63,58.92,48.42,,1.72,7.57,,,,,223.0,Poor,Traffic,City Railway Station
KA005,2017-10-21,,161.93,17.4,45.88,33.02,,2.42,8.78,,,,,180.0,Moderate,Traffic,City Railway Station
KA005,2017-10-22,,118.74,16.93,43.23,31.91,,2.27,9.1,,,,,114.0,Moderate,Traffic,City Railway Station
KA005,2017-10-23,,128.59,20.2,52.61,37.63,,2.49,9.19,,,,,119.0,Moderate,Traffic,City Railway Station
KA005,2017-10-24,,178.64,54.0,104.74,83.76,,2.49,9.42,,,,,132.0,Moderate,Traffic,City Railway Station
KA005,2017-10-25,,134.15,46.23,83.29,68.57,,2.33,8.24,,,,,144.0,Moderate,Traffic,City Railway Station
KA005,2017-10-26,,90.69,46.87,71.64,63.27,,2.35,6.81,,,,,114.0,Moderate,Traffic,City Railway Station
KA005,2017-10-27,,87.11,38.05,65.37,54.83,,2.14,5.94,,,,,107.0,Moderate,Traffic,City Railway Station
KA005,2017-10-28,,91.81,43.04,74.2,62.19,,2.45,6.73,,,,,124.0,Moderate,Traffic,City Railway Station
KA005,2017-10-29,,100.35,38.92,72.12,58.65,,2.0,5.86,,,,,109.0,Moderate,Traffic,City Railway Station
KA005,2017-10-30,,82.59,29.2,62.22,47.9,,1.8,5.96,,,,,103.0,Moderate,Traffic,City Railway Station
KA005,2017-10-31,,90.98,40.92,75.34,35.89,,1.19,6.19,,,,,87.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-01,,82.5,24.75,55.45,29.91,,0.49,5.74,,,,,91.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-03,,106.93,35.14,67.93,54.63,,0.96,6.35,,,,,101.0,Moderate,Traffic,City Railway Station
KA005,2017-11-04,,85.45,46.99,79.94,66.78,,1.13,6.1,,,,,100.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-05,,47.3,53.76,69.4,66.73,,1.02,6.27,,,,,86.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-06,,62.85,55.68,98.59,83.36,,0.58,5.98,,,,,89.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-07,,79.97,43.74,90.53,70.69,,1.28,6.25,,,,,97.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-08,,90.69,56.17,124.96,96.06,,1.23,6.07,,,,,110.0,Moderate,Traffic,City Railway Station
KA005,2017-11-09,,99.57,35.44,93.18,66.92,,2.24,5.93,,,,,102.0,Moderate,Traffic,City Railway Station
KA005,2017-11-10,,106.09,50.57,127.42,92.84,,0.84,6.69,,,,,103.0,Moderate,Traffic,City Railway Station
KA005,2017-11-11,,91.48,28.26,82.9,57.53,,1.38,7.33,,,,,110.0,Moderate,Traffic,City Railway Station
KA005,2017-11-12,,88.92,27.43,84.32,57.71,,1.35,7.25,,,,,90.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-13,,80.35,29.45,84.96,59.26,,1.23,7.12,,,,,84.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-14,,80.72,20.98,65.06,44.38,,1.32,7.01,,,,,89.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-15,,75.17,10.43,52.34,31.75,,1.3,7.17,,,,,79.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-16,,92.71,23.47,76.98,51.71,,1.38,7.25,,,,,87.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-17,,90.39,12.79,62.3,38.04,,1.46,7.01,,,,,94.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-18,,113.29,36.7,113.58,77.63,,0.92,7.24,,,,,90.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-19,,81.04,31.45,85.6,60.04,,1.39,7.25,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-20,,83.2,34.38,87.88,63.68,,1.47,7.19,,,,,82.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-21,,55.32,36.88,78.28,60.6,,1.31,7.16,,,,,90.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-22,,60.14,35.72,85.98,67.33,,1.23,7.13,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-23,,75.79,31.28,96.02,65.73,,1.48,7.29,,,,,98.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-24,,97.26,30.15,95.41,64.78,,1.4,7.31,,,,,93.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-25,,101.84,38.38,106.9,75.4,,1.4,7.24,,,,,99.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-26,,88.82,39.12,105.1,74.97,,1.39,7.63,,,,,99.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-27,,75.31,42.97,101.31,75.48,,1.36,7.48,,,,,93.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-28,,83.62,41.08,102.67,74.99,,1.42,7.33,,,,,94.0,Satisfactory,Traffic,City Railway Station
KA005,2017-11-29,,84.01,27.49,77.86,54.6,,1.12,8.11,,,,,101.0,Moderate,Traffic,City Railway Station
KA005,2017-11-30,,49.94,23.39,57.8,42.31,,1.51,8.0,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-01,,30.08,34.29,82.03,60.78,,1.2,7.02,,,,,90.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-03,,87.52,27.47,76.71,54.03,,1.23,7.15,,,,,90.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-04,,114.95,32.72,95.61,66.44,,1.43,7.21,,,,,95.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-05,,83.86,18.88,58.44,39.88,,1.35,6.94,,,,,101.0,Moderate,Traffic,City Railway Station
KA005,2017-12-06,,112.78,20.07,69.12,45.81,,1.38,7.32,,,,,103.0,Moderate,Traffic,City Railway Station
KA005,2017-12-07,,104.02,31.91,83.88,60.22,,1.26,7.07,,,,,110.0,Moderate,Traffic,City Railway Station
KA005,2017-12-08,,124.23,57.67,139.77,103.19,,1.24,7.26,,,,,107.0,Moderate,Traffic,City Railway Station
KA005,2017-12-09,,133.81,42.52,124.47,86.45,,1.31,6.99,,,,,129.0,Moderate,Traffic,City Railway Station
KA005,2017-12-10,,138.05,30.89,104.03,69.44,,1.27,6.9,,,,,123.0,Moderate,Traffic,City Railway Station
KA005,2017-12-11,,120.85,25.25,89.72,82.62,,0.6,7.43,,,,,123.0,Moderate,Traffic,City Railway Station
KA005,2017-12-14,,96.21,37.51,85.63,69.24,,1.27,4.91,,,,,112.0,Moderate,Traffic,City Railway Station
KA005,2017-12-15,,74.48,99.82,173.65,148.44,,1.35,2.76,,,,,149.0,Moderate,Traffic,City Railway Station
KA005,2017-12-16,,103.25,31.12,98.62,67.08,,1.5,4.75,,,,,161.0,Moderate,Traffic,City Railway Station
KA005,2017-12-17,,94.27,22.56,81.46,53.49,,1.3,4.83,,,,,96.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-18,,105.21,25.61,106.53,67.58,,1.26,5.17,,,,,99.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-19,,92.49,14.98,78.17,47.26,,1.32,5.34,,,,,103.0,Moderate,Traffic,City Railway Station
KA005,2017-12-20,,90.38,25.37,87.33,59.96,,1.38,13.22,,,,,97.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-21,,78.5,23.51,69.29,51.33,,1.34,12.22,,,,,96.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-22,,78.57,25.48,81.35,58.6,,1.26,4.99,,,,,77.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-23,,82.48,26.53,84.4,60.97,,1.13,5.0,,,,,86.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-24,,,,,,,,,,,,,81.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-27,,106.83,13.21,48.07,33.31,,1.28,5.45,,,,,98.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-28,,103.46,12.91,41.58,29.92,,1.28,4.42,,,,,104.0,Moderate,Traffic,City Railway Station
KA005,2017-12-29,,94.52,17.84,50.72,38.05,,1.29,4.76,,,,,96.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-30,,89.74,15.59,43.52,32.86,,1.2,5.09,,,,,93.0,Satisfactory,Traffic,City Railway Station
KA005,2017-12-31,,76.39,16.14,41.42,32.25,,1.1,5.12,,,,,81.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-01,,90.96,11.27,32.82,24.42,,1.04,4.89,,,,,84.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-02,,94.13,8.1,33.47,22.37,,1.01,4.87,,,,,94.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-03,,83.2,10.23,38.62,26.8,,1.15,5.01,,,,,87.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-04,,96.19,9.33,44.67,28.75,,0.95,4.87,,,,,96.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-05,,110.1,10.36,50.66,32.44,,1.06,5.05,,,,,100.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-06,,105.47,8.79,44.57,28.3,,1.0,4.89,,,,,107.0,Moderate,Traffic,City Railway Station
KA005,2018-01-07,,104.49,9.85,45.9,29.74,,0.98,4.99,,,,,105.0,Moderate,Traffic,City Railway Station
KA005,2018-01-08,,92.63,7.42,42.76,26.4,,1.1,4.99,,,,,96.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-09,,94.4,7.05,39.16,24.36,,1.11,5.32,,,,,99.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-10,,83.19,7.92,33.76,22.37,,0.99,5.11,,,,,89.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-11,,79.48,14.16,67.26,43.44,,1.08,5.21,,,,,83.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-12,,103.96,15.43,49.72,35.76,,1.08,5.05,,,,,89.0,Satisfactory,Traffic,City Railway Station
KA005,2018-01-13,,149.18,16.71,54.35,38.98,,1.04,5.22,,,,,121.0,Moderate,Traffic,City Railway Station
KA005,2018-01-14,,167.37,12.5,45.89,31.71,,1.02,4.93,,,,,143.0,Moderate,Traffic,City Railway Station
KA005,2018-01-15,,147.77,8.64,38.03,25.0,,1.02,4.98,,,,,137.0,Moderate,Traffic,City Railway Station
KA005,2018-01-16,,135.77,9.64,39.48,26.45,,0.96,5.1,,,,,127.0,Moderate,Traffic,City Railway Station
KA005,2018-01-17,,155.55,9.42,39.61,26.35,,1.05,5.19,,,,,126.0,Moderate,Traffic,City Railway Station
KA005,2018-01-18,,150.5,11.15,45.59,30.25,,1.38,9.14,,,,,138.0,Moderate,Traffic,City Railway Station
KA005,2018-01-19,,134.91,8.99,42.28,27.59,,2.06,8.81,,,,,129.0,Moderate,Traffic,City Railway Station
KA005,2018-01-20,,164.62,11.0,47.51,31.38,,2.03,9.51,,,,,129.0,Moderate,Traffic,City Railway Station
KA005,2018-01-21,,150.21,8.89,41.16,26.71,,2.02,9.06,,,,,142.0,Moderate,Traffic,City Railway Station
KA005,2018-01-22,,174.18,8.03,39.8,25.41,,2.03,9.14,,,,,141.0,Moderate,Traffic,City Railway Station
KA005,2018-01-23,,188.92,6.36,32.52,20.65,,2.08,9.04,,,,,153.0,Moderate,Traffic,City Railway Station
KA005,2018-01-24,,177.17,8.81,36.82,24.53,,1.98,8.86,,,,,157.0,Moderate,Traffic,City Railway Station
KA005,2018-01-25,,177.59,8.63,36.89,24.43,,1.51,6.84,,,,,152.0,Moderate,Traffic,City Railway Station
KA005,2018-01-26,,165.25,8.4,42.18,26.85,,0.81,5.14,,,,,147.0,Moderate,Traffic,City Railway Station
KA005,2018-01-27,,193.77,7.51,36.97,23.64,,1.03,5.26,,,,,149.0,Moderate,Traffic,City Railway Station
KA005,2018-01-28,,178.09,10.0,48.12,31.03,,1.18,5.32,,,,,162.0,Moderate,Traffic,City Railway Station
KA005,2018-01-29,,165.27,10.75,54.78,34.74,,1.48,4.88,,,,,147.0,Moderate,Traffic,City Railway Station
KA005,2018-01-30,,166.21,8.44,36.97,24.33,,1.27,4.91,,,,,144.0,Moderate,Traffic,City Railway Station
KA005,2018-01-31,,162.59,7.94,36.36,23.66,,1.29,5.01,,,,,145.0,Moderate,Traffic,City Railway Station
KA005,2018-02-01,,156.09,11.67,45.56,30.93,,1.34,5.07,,,,,137.0,Moderate,Traffic,City Railway Station
KA005,2018-02-02,,150.13,6.73,38.08,23.6,,1.4,4.91,,,,,138.0,Moderate,Traffic,City Railway Station
KA005,2018-02-03,,153.66,8.01,40.54,25.75,,1.44,5.3,,,,,134.0,Moderate,Traffic,City Railway Station
KA005,2018-02-04,,142.45,7.21,36.11,23.0,,1.42,5.01,,,,,135.0,Moderate,Traffic,City Railway Station
KA005,2018-02-05,,139.19,9.49,39.45,26.33,,1.38,5.16,,,,,123.0,Moderate,Traffic,City Railway Station
KA005,2018-02-06,,168.13,6.06,29.95,19.3,,0.88,4.75,,,,,137.0,Moderate,Traffic,City Railway Station
KA005,2018-02-07,,141.22,6.32,24.29,16.56,,1.28,5.03,,,,,136.0,Moderate,Traffic,City Railway Station
KA005,2018-02-08,,130.18,11.03,37.76,26.65,,1.46,5.11,,,,,118.0,Moderate,Traffic,City Railway Station
KA005,2018-02-09,,142.26,6.48,29.72,19.33,,1.35,4.8,,,,,130.0,Moderate,Traffic,City Railway Station
KA005,2018-02-10,,127.14,10.23,35.2,24.81,,1.32,5.27,,,,,120.0,Moderate,Traffic,City Railway Station
KA005,2018-02-11,,148.48,7.51,27.83,19.18,,1.28,4.83,,,,,126.0,Moderate,Traffic,City Railway Station
KA005,2018-02-12,,130.88,7.33,28.2,19.23,,1.51,5.28,,,,,126.0,Moderate,Traffic,City Railway Station
KA005,2018-02-13,,96.37,4.01,15.16,15.84,,1.41,3.35,,,,,126.0,Moderate,Traffic,City Railway Station
KA005,2018-06-18,,195.01,21.13,23.14,44.27,,2.06,,,,,,165.0,Moderate,Traffic,City Railway Station
KA005,2018-06-19,,134.84,19.19,18.38,37.57,,1.93,,,,,,130.0,Moderate,Traffic,City Railway Station
KA005,2018-06-20,,110.6,19.6,19.04,38.64,,2.04,,,,,,116.0,Moderate,Traffic,City Railway Station
KA005,2018-06-21,,97.32,17.68,38.34,56.02,,1.88,,,,,,107.0,Moderate,Traffic,City Railway Station
KA005,2018-06-22,,99.05,11.57,24.11,35.68,,1.95,,,,,,103.0,Moderate,Traffic,City Railway Station
KA005,2018-06-23,,80.74,16.93,25.12,42.05,,1.82,,,,,,103.0,Moderate,Traffic,City Railway Station
KA005,2018-06-24,,106.73,22.4,29.56,51.97,,1.58,,,,,,95.0,Satisfactory,Traffic,City Railway Station
KA005,2018-06-25,,109.57,14.36,20.31,34.67,,1.68,,,,,,111.0,Moderate,Traffic,City Railway Station
KA005,2018-06-26,,90.81,14.5,17.28,31.77,,1.83,,,,,,104.0,Moderate,Traffic,City Railway Station
KA005,2018-07-08,,66.4,5.93,4.57,10.49,,1.33,,,,,,91.0,Satisfactory,Traffic,City Railway Station
KA005,2018-07-13,,65.21,8.86,9.89,18.72,,1.42,7.94,,,,,84.0,Satisfactory,Traffic,City Railway Station
KA005,2018-07-14,,76.72,7.84,9.02,16.86,,1.35,,,,,,81.0,Satisfactory,Traffic,City Railway Station
KA005,2018-07-21,,125.08,14.08,27.1,18.39,,2.41,10.58,,,,,100.0,Satisfactory,Traffic,City Railway Station
KA005,2018-07-22,,125.05,14.06,27.13,18.4,,2.41,10.58,,,,,117.0,Moderate,Traffic,City Railway Station
KA005,2018-07-23,,95.45,14.07,27.12,3.89,,0.9,8.65,,,,,117.0,Moderate,Traffic,City Railway Station
KA005,2018-07-26,,88.14,48.47,101.16,149.63,,1.43,2.3,,,,,146.0,Moderate,Traffic,City Railway Station
KA005,2018-07-27,,104.69,24.17,82.69,106.84,,1.29,11.29,,,,,157.0,Moderate,Traffic,City Railway Station
KA005,2018-08-01,,132.9,30.8,37.18,67.54,,1.3,3.89,,,,,105.0,Moderate,Traffic,City Railway Station
KA005,2018-08-02,,117.19,34.87,30.7,64.0,,1.25,6.3,,,,,110.0,Moderate,Traffic,City Railway Station
KA005,2018-08-03,,134.73,36.78,24.26,59.37,,1.25,4.08,,,,,120.0,Moderate,Traffic,City Railway Station
KA005,2018-08-04,,163.72,47.82,19.9,63.7,,1.18,6.96,,,,,132.0,Moderate,Traffic,City Railway Station
KA005,2018-08-05,,114.32,23.69,19.46,41.46,,1.07,6.49,,,,,134.0,Moderate,Traffic,City Railway Station
KA005,2018-08-07,,91.92,20.01,34.67,54.53,,1.27,8.53,,,,,99.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-08,,70.77,7.78,26.88,34.2,,1.34,6.68,,,,,93.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-09,,71.53,7.84,31.87,36.2,,1.21,7.43,,,,,74.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-10,,67.04,,,,,1.22,9.12,,,,,74.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-12,,38.83,,,,,1.24,7.86,,,,,72.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-13,,68.92,11.75,91.1,70.48,,1.31,7.46,,,,,78.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-14,,45.11,8.82,43.63,50.07,,1.24,7.96,,,,,73.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-15,,55.72,,,,,1.33,8.17,,,,,78.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-16,,49.04,,,,,1.45,9.97,,,,,89.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-18,,121.01,2.72,6.58,9.27,,1.36,7.39,,,,,104.0,Moderate,Traffic,City Railway Station
KA005,2018-08-19,,82.19,4.99,14.58,19.44,,1.27,6.78,,,,,112.0,Moderate,Traffic,City Railway Station
KA005,2018-08-21,,134.43,7.86,28.03,35.89,,1.29,8.79,,,,,118.0,Moderate,Traffic,City Railway Station
KA005,2018-08-22,,117.35,12.21,27.62,39.83,,1.3,11.06,,,,,120.0,Moderate,Traffic,City Railway Station
KA005,2018-08-23,,77.28,17.21,18.44,35.62,,1.35,8.81,,,,,100.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-24,,91.04,15.86,17.59,33.45,,1.33,10.75,,,,,86.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-25,,100.04,14.61,17.48,32.09,,1.24,11.81,,,,,89.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-26,,89.18,18.67,13.67,32.34,,1.28,13.71,,,,,110.0,Moderate,Traffic,City Railway Station
KA005,2018-08-28,,95.61,18.02,20.39,38.42,,1.15,8.41,,,,,98.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-29,,82.41,17.54,14.88,32.42,,1.39,8.33,,,,,90.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-30,,85.37,16.43,15.33,31.76,,1.31,6.65,,,,,83.0,Satisfactory,Traffic,City Railway Station
KA005,2018-08-31,,86.86,13.03,15.01,28.05,,1.27,9.08,,,,,78.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-01,,130.64,16.12,16.01,32.13,,1.37,8.91,,,,,109.0,Moderate,Traffic,City Railway Station
KA005,2018-09-02,,82.06,9.14,13.44,22.59,,1.19,10.02,,,,,125.0,Moderate,Traffic,City Railway Station
KA005,2018-09-04,,134.83,11.96,18.76,30.72,,1.32,6.7,,,,,116.0,Moderate,Traffic,City Railway Station
KA005,2018-09-05,,118.38,9.7,17.11,26.81,,1.23,5.81,,,,,113.0,Moderate,Traffic,City Railway Station
KA005,2018-09-06,,100.16,8.95,22.39,31.33,,1.28,6.6,,,,,106.0,Moderate,Traffic,City Railway Station
KA005,2018-09-07,,97.24,8.49,22.44,30.94,,1.23,8.3,,,,,100.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-08,,90.62,10.31,25.37,35.63,,1.25,7.87,,,,,96.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-09,,104.57,10.47,32.14,42.6,,1.32,8.32,,,,,100.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-10,,95.74,6.7,27.03,33.82,,1.34,6.66,,,,,104.0,Moderate,Traffic,City Railway Station
KA005,2018-09-11,,127.0,9.76,35.37,45.14,,1.25,5.91,,,,,108.0,Moderate,Traffic,City Railway Station
KA005,2018-09-12,,127.91,13.75,37.72,51.46,,1.21,7.43,,,,,114.0,Moderate,Traffic,City Railway Station
KA005,2018-09-13,,135.21,15.58,40.32,55.9,,1.14,11.2,,,,,132.0,Moderate,Traffic,City Railway Station
KA005,2018-09-14,,144.46,14.74,44.4,59.13,,1.17,8.14,,,,,123.0,Moderate,Traffic,City Railway Station
KA005,2018-09-15,,75.38,13.33,38.05,52.42,,1.26,6.82,,,,,106.0,Moderate,Traffic,City Railway Station
KA005,2018-09-16,,84.68,16.68,36.34,53.28,,1.08,9.46,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-17,,60.48,14.08,30.57,44.64,,1.14,9.23,,,,,83.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-18,,87.53,7.42,19.25,26.68,,1.16,6.59,,,,,77.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-19,,96.34,7.24,20.87,28.12,,1.19,7.46,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-20,,101.79,8.3,24.36,32.63,,1.17,8.73,,,,,106.0,Moderate,Traffic,City Railway Station
KA005,2018-09-21,,114.38,17.11,36.11,52.77,,1.26,7.25,,,,,98.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-22,,125.67,14.77,35.01,49.78,,1.14,11.27,,,,,117.0,Moderate,Traffic,City Railway Station
KA005,2018-09-23,,151.42,23.45,53.61,77.06,,1.33,6.81,,,,,125.0,Moderate,Traffic,City Railway Station
KA005,2018-09-24,,80.4,14.42,38.27,52.68,,1.23,5.74,,,,,113.0,Moderate,Traffic,City Railway Station
KA005,2018-09-25,,84.67,27.41,51.08,78.48,,1.38,7.26,,,,,87.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-26,,79.35,15.46,42.3,57.77,,1.17,7.21,,,,,92.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-27,,109.96,22.15,48.79,70.94,,1.2,8.89,,,,,88.0,Satisfactory,Traffic,City Railway Station
KA005,2018-09-28,,140.38,36.43,61.29,97.75,,1.31,7.27,,,,,122.0,Moderate,Traffic,City Railway Station
KA005,2018-09-29,,142.5,47.77,68.98,116.73,,1.41,8.09,,,,,129.0,Moderate,Traffic,City Railway Station
KA005,2018-09-30,,106.5,29.89,49.82,79.71,,1.15,6.3,,,,,118.0,Moderate,Traffic,City Railway Station
KA005,2018-10-01,,139.15,37.32,61.48,98.8,,1.32,10.35,,,,,122.0,Moderate,Traffic,City Railway Station
KA005,2018-10-02,,119.58,32.14,50.68,82.82,,1.31,8.01,,,,,120.0,Moderate,Traffic,City Railway Station
KA005,2018-10-03,,108.46,26.81,44.38,71.19,,1.19,8.09,,,,,107.0,Moderate,Traffic,City Railway Station
KA005,2018-10-04,,88.74,32.7,47.28,79.98,,1.2,7.12,,,,,102.0,Moderate,Traffic,City Railway Station
KA005,2018-10-05,,72.52,29.98,40.93,70.9,,1.24,8.22,,,,,98.0,Satisfactory,Traffic,City Railway Station
KA005,2018-10-06,,126.32,48.54,63.77,112.31,,1.33,11.21,,,,,90.0,Satisfactory,Traffic,City Railway Station
KA005,2018-10-07,,146.68,40.49,63.0,103.47,,1.26,8.93,,,,,123.0,Moderate,Traffic,City Railway Station
